"Data Import Template"
"Table:","Item"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Item","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","~","UOM Conversion Detail","uoms","","","","~","Item Barcode","barcodes","","","","","~","Item Reorder","reorder_levels","","","","","","","~","Item Variant Attribute","attributes","","","","","","","","","","~","Item Default","item_defaults","","","","","","","","","","","","","","~","Item Supplier","supplier_items","","","","~","Item Customer Detail","customer_items","","","","","~","Item Tax","taxes","","","","","",""
"Column Labels:","ID","Item Code","Item Group","Default Unit of Measure","Created On","Created By","Item Name","Spec Sheet","Duty","VAT","Disabled","Allow Alternative Item","warranty","Maintain Stock","Has Variants","Opening Stock","Valuation Rate","Standard Selling Rate","Is Fixed Asset","Auto Create Assets on Purchase","Create Grouped Asset","Asset Category","Asset Naming Series","Over Delivery/Receipt Allowance (%)","Over Billing Allowance (%)","Description","Brand","Shelf Life In Days","End of Life","Default Material Request Type","Valuation Method","Warranty Period (in days)","Weight Per Unit","Weight UOM","Allow Negative Stock","Has Batch No","Automatically Create New Batch","Batch Number Series","Has Expiry Date","Retain Sample","Max Sample Quantity","Has Serial No","Serial Number Series","Variant Of","Variant Based On","Enable Deferred Expense","No of Months (Expense)","Enable Deferred Revenue","No of Months (Revenue)","Default Purchase Unit of Measure","Minimum Order Qty","Safety Stock","Allow Purchase","Lead Time in days","Last Purchase Rate","Is Customer Provided Item","Customer","Delivered by Supplier (Drop Ship)","Country of Origin","Customs Tariff Number","Default Sales Unit of Measure","Grant Commission","Allow Sales","Max Discount (%)","Inspection Required before Purchase","Quality Inspection Template","Inspection Required before Delivery","Include Item In Manufacturing","Supply Raw Materials for Purchase","Default BOM","Default Item Manufacturer","Default Manufacturer Part No","","ID","Created On","Created By","UOM","Conversion Factor","","ID","Barcode","Created On","Created By","Barcode Type","UOM","","ID","Request for","Material Request Type","Created On","Created By","Check in (group)","Re-order Level","Re-order Qty","","ID","Attribute","Created On","Created By","Variant Of","Attribute Value","Numeric Values","Disabled","From Range","Increment","To Range","","ID","Company","Created On","Created By","Default Warehouse","Default Price List","Default Discount Account","Default Buying Cost Center","Default Supplier","Default Expense Account","Default Provisional Account","Default Selling Cost Center","Default Income Account","Deferred Expense Account","Deferred Revenue Account","","ID","Supplier","Created On","Created By","Supplier Part Number","","ID","Ref Code","Created On","Created By","Customer Name","Customer Group","","ID","Item Tax Template","Created On","Created By","Tax Category","Valid From","Minimum Net Rate","Maximum Net Rate"
"","""SE135""","SE135","Excavator","Unit","2025-05-08 10:39:45.205592","Administrator","Shantui SE135 Excavator","/files/SE135.pdf",0,0,0,0,"Warranty is 3000 hours or 1 year.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>CUMMINS QSF3.8T Tier III engine, 86KW,</p><p>Kawasaki Pump , wing motor ,valve,</p><p>NABTESCO travel motor, A/C, Bucket:</p><p>0.6m3, Quick coupling, Operating</p><p>Weight:13.5 Ton</p><p>Arm: 2500mm Boom:4600mm</p></div>","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""5j6jo73i1i""","2025-05-30 09:17:26.255474","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ej74ogk0i5""","Machinery Exchange","2025-05-08 10:39:45.218383","Administrator","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE135W""","SE135W","Excavator","Unit","2025-05-08 10:39:45.233598","Administrator","Shantui SE135W Excavator","/files/SE135W.pdf",0,0,0,0,"Warranty is 3000 hours or 1 year",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Weichai WP4.1 Tier III engine, 92KW,</p><p>SHANTUI Pump , wing motor ,valve, travel</p><p>motor, A/C, Bucket: 0.6m3, Quick coupling,</p><p>Operating Weight:13.5 Ton</p><p>Arm: 2500mm Boom:4600mm</p></div>","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""k2hgot56cr""","2025-05-30 09:12:28.553666","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""cins3b9e75""","Machinery Exchange","2025-05-08 10:39:45.247472","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE150""","SE150","Excavator","Unit","2025-05-08 10:39:45.262606","Administrator","Shantui SE150","",0,0,0,0,"3000 hours or 1 year parts warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Cummins QSF3.8T Tier III engine, 86KW, Kawasaki Pump , wing motor ,valve, NABTESCO travel motor, A/C, Bucket: 0.65m3, Breaker Hammer Pipe, Operating Weight:14.5 Ton Arm: 2500mm Boom:4600mm</p></div>","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""i463ruusjq""","2025-05-29 11:06:03.337992","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""2fmioclli0""","Machinery Exchange","2025-05-08 10:39:45.275059","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""rc27jarlg0""","Sinopower","2025-10-13 15:11:27.070298","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE17SR""","SE17SR","MEX","Nos","2025-05-08 10:39:45.289315","Administrator","SE17SR","/files/SE17SR-EN.pdf",0,0,0,0,"2000 hours or 1 year parts warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>SE17SR Mini Excavator</strong></p><p>Kubota D902 engine, 11.8KW, HENGLI Pump &amp; valve, ETON wing motor, Eddie travel motor, 0.04m3 Standard bucket, 230mm steel track shoe ,Hammer Pipeline, Mechanical Quick coupler attachment,Operating Weight:1.7 Ton.</p><p><strong>Equipped with Thump Clamp attachment.</strong></p></div>","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""h3m87vgb10""","2025-05-08 10:39:45.305328","Administrator","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""07uktfa24p""","Sinopower","2025-05-08 10:39:45.306314","Administrator","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""74jthtoqup""","Machinery Exchange","2026-02-24 08:38:15.330351","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE210-9""","SE210-9","Excavator","Unit","2025-05-08 10:39:45.320173","Administrator","Shantui SE210-9","/files/SE210-9 EXCAVATOR...pdf",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>CUMMINS B5.9 Tier II engine, 112KW, Kawasaki Pump &amp; wing motor, Parker valve ,ETON travel motor, A/C cab,Bucketed Arm:2.4M , Boom: 5.7M,Standard bucket:0.9m3, Operating Weight:20.8 Ton</p></div>","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""1k35mfeu9a""","2025-05-30 12:29:07.050824","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""rkc53hbro8""","Machinery Exchange","2025-05-08 10:39:45.332518","Administrator","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""rl5d23pp72""","Sinopower","2025-10-06 17:46:13.051277","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE210W""","SE210W","Excavator","Nos","2026-03-10 17:11:35.108712","rental@machinery-exchange.com","SE210W","/files/挖掘机-中大挖-单页-英文-20250522_SE210W.pdf",0,0,0,0,"3000 hours or 1 year",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Weichai WP7H Tier III engine, 116KW, LINDE Pump,Swing motor &amp; valve,ETON travel motor, A/C cab, 0.9m3 Rock bucket, 600mm track shoe,  F.O.P.S., Operating Weight:21.2 Ton</p><p>Hammer PipelineBoom: 5700mm， Arm:2925mm</p></div>","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""4edt7e6pb5""","2026-03-10 17:11:35.178666","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""6ms4qq7vtc""","Sinopower","2026-03-10 17:11:35.183099","rental@machinery-exchange.com","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""vvbrpngh7i""","Machinery Exchange","2026-03-10 17:11:51.817856","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE215""","SE215","Excavator","Nos","2025-05-08 10:39:45.348336","Administrator","SE215","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"SE215","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""4h2nkalcoi""","2025-05-08 10:39:45.363617","Administrator","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""snb6k3c13o""","Sinopower","2025-05-08 10:39:45.364413","Administrator","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""v9m8prupar""","Machinery Exchange","2026-03-06 15:28:21.497508","sales.humphrey@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE215EV""","SE215EV","Excavator","Nos","2025-11-21 15:32:30.577592","rental@machinery-exchange.com","SE215EV","/files/SE215EV.pdf",0,0,0,0,"2000 hours or 1 year",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Electric Excavator Wanrun 150kW engine / Shantui hydraulic system / 0.95m³ bucket / 5700mm boom / 2925mm stick / 600mm tracks/Charging Pile, Operating weight 21.5T</p></div>","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""i3cjjmrrjg""","2025-11-21 15:32:30.722979","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""fqm0e0v21g""","Sinopower","2025-11-21 15:32:30.727295","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""sda433dah4""","Machinery Exchange","2026-04-24 15:19:16.454877","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE220""","SE220","Excavator","Unit","2025-05-08 10:39:45.377660","Administrator","Shantui SE220","/files/Spec Sheet - Shantui SE220.pdf",0,0,0,0,"3000 hours/12 months parts warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Cummins B5.9-C Tier II engine, 112KW, Hydraulics Kawasaki Pump, Swing motor ,PARKER valve, NABTESCO travel motor, A/C cab, 0.95m3 rock bucket, 800mm track shoe, F.O.P.S., Operating Weight:22.8 Ton</p><p>Hammer Pipeline </p></div>","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""sj7n1guusu""","2025-05-30 11:01:07.647610","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""gbv1oj8qj2""","Machinery Exchange","2025-05-08 10:39:45.389268","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""1f3imci2ac""","Sinopower","2025-06-04 08:59:59.221330","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE220 Bucket""","SE220 Bucket","Attachments","Nos","2026-01-16 16:46:19.663295","rental@machinery-exchange.com","SE220 Bucket","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Shantui SE220 0.95m3 Bucket</p></div>","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""0huuqvqsik""","2026-01-16 16:46:19.760980","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""4ju3r9d8f7""","Sinopower","2026-01-16 16:46:19.765224","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE220LC Track Excavator""","SE220LC Track Excavator","Excavator","Nos","2025-06-26 08:45:42.478000","Administrator","SE220LC Track Excavator","/files/SE220LC.pdf",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"SE220LC Track Excavator","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""hh0b4dk40c""","2025-06-26 08:45:42.526921","Administrator","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""beqf8i394h""","Sinopower","2025-06-26 08:45:42.528289","Administrator","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""862fdiu6aj""","Machinery Exchange","2025-08-26 13:08:24.768238","sales.humphrey@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE245LC""","SE245LC","Excavator","Unit","2025-05-08 10:39:45.402367","Administrator","Shantui SE245LC","/files/SE245LC.pdf",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Cummins QSB7 Tier III engine, 150KW, 25T,Kawasaki pump, valve, swing motor, Nabtesco travel motor, A/C cab, 1.2m3 bucket</p></div>","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""cr854h8034""","2025-05-30 12:41:18.119755","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""am6n0266jc""","Machinery Exchange","2025-05-08 10:39:45.422397","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ifuklgc36d""","Sinopower","2025-07-03 16:49:11.937096","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE245LCW""","SE245LCW","Excavator","Unit","2025-05-08 10:39:45.442237","Administrator","Shantui SE245LCW Excavator","/files/SE245LCW.pdf",0,0,0,0,"Warranty is 3000 hours or 1 year.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Weichai WP7H Tier III engine, 190KW, LINDE Pump &amp; wing motor, valve,NABTESCO travel motor, A/C cab, 1.1m3 Rock bucket, Operating Weight:24.8 Ton</p></div>","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""frtd63mnbt""","2025-05-30 10:21:38.542239","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""d07pgcpi50""","Machinery Exchange","2025-05-08 10:39:45.458101","Administrator","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE305 1.5m3 Bucket""","SE305 1.5m3 Bucket","Attachments","Nos","2025-10-24 12:07:25.874038","rental@machinery-exchange.com","SE305 1.5m3 Bucket","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"SE305 1.5m3 Bucket","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""8ingel80fp""","2025-10-24 12:07:25.903870","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""3ks3huhsos""","Sinopower","2025-10-24 12:07:25.904761","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""euvv59cmq3""","Machinery Exchange","2026-02-02 16:39:18.386887","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE305 Bucket 1.7m3""","SE305 Bucket 1.7m3","Other","Nos","2025-10-03 12:07:11.237880","rental@machinery-exchange.com","SE305 Bucket 1.7m3","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"SE305 Bucket 1.7m3","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""o6j341bpdm""","2025-10-03 12:07:11.377757","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""sctdbono25""","Sinopower","2025-10-03 12:07:11.383226","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""i4e3ebkkfr""","Machinery Exchange","2025-10-03 12:08:47.627669","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE305 Trenching Bucket""","SE305 Trenching Bucket","Attachments","Nos","2026-05-29 15:27:35.190624","rental@machinery-exchange.com","SE305 Trenching Bucket","",0,0,0,0,"TBA",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>SE305 Trenching bucket</p><p>Dimensions: 15mm wide. with Volume: 0.5 cubic meters, Length: 1635mm, Width: 915mm, Height: 1187mm</p></div>","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""9ksd9v6cmt""","2026-05-29 15:27:35.233124","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""6pfa3saq4h""","Sinopower","2026-05-29 15:27:35.234215","rental@machinery-exchange.com","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""9jfsq548lb""","Machinery Exchange","2026-05-29 15:28:34.301124","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""SE305LCW""","SE305LCW","Excavator","Unit","2025-05-08 10:39:45.477041","Administrator","Shantui SE305LCW","/files/Spec Sheet - Shantui SE305.pdf",0,0,0,0,"3000 hours or 1 year parts warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Weichai WP7 Tier III engine, 199KW, CN-EDDIE Pump &amp; travel motor , CN-HENGLI wing motor &amp; valve , A/C cab, 1.5m3 Standard bucket, Operating Weight:31.5 Ton+9tfxz</p></div>","Shantui",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""pf781bg8fd""","2025-05-30 07:52:40.919114","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""bs90c1fgg6""","Machinery Exchange","2025-05-08 10:39:45.490620","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
